Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
search URL:,https://patents.google.com/?q=%28%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%29&assignee=%E5%8C%97%E4%BA%AC%E7%99%BE%E5%BA%A6%E7%BD%91%E8%AE%AF%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&oq=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD,,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-113033659-A,图像识别模型的训练与图像识别的方法、装置 ,北京百度网讯科技有限公司,"崔程, 杨敏, 薛学通, 魏凯",2021-03-24,2021-03-24,2021-06-25,,https://patents.google.com/patent/CN113033659A/zh,https://patentimages.storage.googleapis.com/cb/e3/07/edd7678aad0e67/HDA0002990990400000011.png
CN-112989224-A,一种检索方法、装置、电子设备和存储介质 ,北京百度网讯科技有限公司,"王梦星, 张攀攀, 陈俞, 卓安",2021-03-25,2021-03-25,2021-06-18,,https://patents.google.com/patent/CN112989224A/zh,https://patentimages.storage.googleapis.com/29/ac/20/fbb0ae13f0f8cd/HDA0002993366750000011.png
CN-113052175-A,目标检测方法、装置、电子设备及可读存储介质 ,北京百度网讯科技有限公司,"邹智康, 叶晓青, 孙昊",2021-03-26,2021-03-26,2021-06-29,,https://patents.google.com/patent/CN113052175A/zh,https://patentimages.storage.googleapis.com/ee/83/d7/ed81049beaa05f/HDA0002995461540000011.png
CN-112905903-A,一种租房推荐方法、装置、电子设备及存储介质 ,北京百度网讯科技有限公司,"卓安, 陈俞, 刘欢, 李帅, 王佳, 李春风, 杨维, 陈浩, 张澍",2021-04-06,2021-04-06,2021-06-04,,https://patents.google.com/patent/CN112905903A/zh,https://patentimages.storage.googleapis.com/1c/c7/99/670a5100e56abd/HDA0003008613120000011.png
CN-115200597-A,导航指引方法及装置 ,北京百度网讯科技有限公司,李伟,2021-04-13,2021-04-13,2022-10-18,,https://patents.google.com/patent/CN115200597A/zh,https://patentimages.storage.googleapis.com/92/da/ea/0451d5f3a40a67/HDA0003017842800000011.png
CN-113033557-A,用于训练图像处理模型和检测图像的方法、装置 ,北京百度网讯科技有限公司,杨馥魁,2021-04-16,2021-04-16,2021-06-25,,https://patents.google.com/patent/CN113033557A/zh,https://patentimages.storage.googleapis.com/cc/58/f1/a50cf07903ceae/HDA0003024335860000011.png
CN-113177077-A,用于自动驾驶的异常事件确定方法、装置及电子设备 ,北京百度网讯科技有限公司,张晔,2021-04-29,2021-04-29,2021-07-27,,https://patents.google.com/patent/CN113177077A/zh,https://patentimages.storage.googleapis.com/49/d3/30/0914b274bfc567/HDA0003046417630000011.png
CN-113139488-A,训练分割神经网络的方法及装置 ,北京百度网讯科技有限公司,"于越, 谭啸, 孙昊",2021-04-29,2021-04-29,2021-07-20,,https://patents.google.com/patent/CN113139488A/zh,https://patentimages.storage.googleapis.com/67/eb/66/616d32f9e202b4/HDA0003046368830000011.png
CN-113140017-A,训练对抗网络模型的方法、建立字库的方法、装置和设备 ,北京百度网讯科技有限公司,"刘家铭, 唐礼承, 洪智滨",2021-04-30,2021-04-30,2021-07-20,,https://patents.google.com/patent/CN113140017A/zh,https://patentimages.storage.googleapis.com/83/a6/59/bf401356cea93d/HDA0003047929280000011.png
CN-113515828-A,能源补偿的方法、装置、设备以及存储介质 ,北京百度网讯科技有限公司,闻雅兰,2021-05-06,2021-05-06,2021-10-19,,https://patents.google.com/patent/CN113515828A/zh,https://patentimages.storage.googleapis.com/30/fb/d4/8a764eff69670d/HDA0003052562530000011.png
CN-113240177-A,训练预测模型的方法、预测方法、装置、电子设备及介质 ,北京百度网讯科技有限公司,"成一航, 赵洪科, 祝恒书, 董政, 张兮",2021-05-13,2021-05-13,2021-08-10,,https://patents.google.com/patent/CN113240177A/zh,https://patentimages.storage.googleapis.com/c2/24/0f/25f0a6eee90a55/HDA0003064573550000011.png
CN-113220841-A,确定鉴别信息的方法、装置、电子设备和存储介质 ,北京百度网讯科技有限公司,"郭佳昌, 代小亚",2021-05-17,2021-05-17,2021-08-06,,https://patents.google.com/patent/CN113220841A/zh,https://patentimages.storage.googleapis.com/26/f0/b0/d61d66f71f6472/HDA0003069905160000011.png
CN-113361388-A,图像数据修正方法、装置、电子设备及自动驾驶车辆 ,北京百度网讯科技有限公司,王玉峰,2021-06-03,2021-06-03,2021-09-07,,https://patents.google.com/patent/CN113361388A/zh,https://patentimages.storage.googleapis.com/e3/37/eb/54a897e78bd5a9/HDA0003099631600000011.png
CN-113239889-A,图像识别方法、装置、设备、存储介质以及计算机程序产品 ,北京百度网讯科技有限公司,"刘正义, 曹杨",2021-06-07,2021-06-07,2021-08-10,,https://patents.google.com/patent/CN113239889A/zh,https://patentimages.storage.googleapis.com/dd/57/53/7358bd1e832252/HDA0003104004890000011.png
CN-113360382-A,测试的方法、装置、设备以及存储介质 ,北京百度网讯科技有限公司,"周梧桐, 张克鹏, 赵玺文, 郭露",2021-06-08,2021-06-08,2021-09-07,,https://patents.google.com/patent/CN113360382A/zh,https://patentimages.storage.googleapis.com/1b/af/49/255ded9d534139/HDA0003105942460000011.png
CN-113378050-A,用户分类方法、装置和电子设备 ,北京百度网讯科技有限公司,陈杰,2021-06-11,2021-06-11,2021-09-10,,https://patents.google.com/patent/CN113378050A/zh,https://patentimages.storage.googleapis.com/60/64/30/3f850f6417c566/HDA0003113281630000011.png
CN-113296955-A,服务请求的处理方法、装置、计算机设备和介质 ,北京百度网讯科技有限公司,李鸿斌,2021-06-11,2021-06-11,2021-08-24,,https://patents.google.com/patent/CN113296955A/zh,https://patentimages.storage.googleapis.com/4e/06/6b/d5cec47bca0ad6/HDA0003113382320000011.png
CN-113313049-A,超参数的确定方法、装置、设备、存储介质以及计算机程序产品 ,北京百度网讯科技有限公司,杨馥魁,2021-06-11,2021-06-11,2021-08-27,,https://patents.google.com/patent/CN113313049A/zh,https://patentimages.storage.googleapis.com/6d/64/4d/20c64d0785b955/HDA0003113472160000011.png
CN-113553905-A,图像识别方法、装置及系统 ,北京百度网讯科技有限公司,"王强昌, 郭国栋",2021-06-16,2021-06-16,2021-10-26,,https://patents.google.com/patent/CN113553905A/zh,https://patentimages.storage.googleapis.com/78/6f/1e/a9b794302b04fd/HDA0003117928680000011.png
CN-113313195-A,标注任务处理方法、装置、设备、存储介质及程序产品 ,北京百度网讯科技有限公司,杨雪,2021-06-17,2021-06-17,2021-08-27,,https://patents.google.com/patent/CN113313195A/zh,https://patentimages.storage.googleapis.com/67/01/42/4efd237c2dceae/HDA0003119051370000011.png
CN-113326888-A,标注能力信息确定方法、相关装置及计算机程序产品 ,北京百度网讯科技有限公司,杨雪,2021-06-17,2021-06-17,2021-08-31,,https://patents.google.com/patent/CN113326888A/zh,https://patentimages.storage.googleapis.com/49/92/cc/78de715b799c63/HDA0003118870910000011.png
CN-113469023-A,确定警觉度的方法、装置、设备和存储介质 ,北京百度网讯科技有限公司,"冯博豪, 陈禹燊",2021-06-28,2021-06-28,2021-10-01,,https://patents.google.com/patent/CN113469023A/zh,https://patentimages.storage.googleapis.com/b0/7d/0d/385494b6a8e66b/HDA0003137055330000011.png
CN-113435523-A,预测内容点击率的方法、装置、电子设备以及存储介质 ,北京百度网讯科技有限公司,"曲福, 金志鹏, 杨羿, 陈晓冬, 贺翔",2021-06-29,2021-06-29,2021-09-24,,https://patents.google.com/patent/CN113435523A/zh,https://patentimages.storage.googleapis.com/3a/a8/0d/d4585f7a1d4fae/HDA0003139645240000011.png
CN-113361956-A,资源生产方的资源质量评价方法、装置、设备及存储介质 ,北京百度网讯科技有限公司,"刘伟, 林赛群",2021-06-29,2021-06-29,2021-09-07,,https://patents.google.com/patent/CN113361956A/zh,https://patentimages.storage.googleapis.com/62/8b/25/21f897498bb7ad/HDA0003139504030000011.png
CN-113378774-A,手势识别方法、装置、设备、存储介质以及程序产品 ,北京百度网讯科技有限公司,"杨黔生, 王健, 丁二锐",2021-06-29,2021-06-29,2021-09-10,,https://patents.google.com/patent/CN113378774A/zh,https://patentimages.storage.googleapis.com/91/ab/95/830ef3f6017e85/HDA0003137743140000011.png
CN-113553410-A,长文档处理方法、处理装置、电子设备和存储介质 ,北京百度网讯科技有限公司,"回艳菲, 焦振宇, 孙叔琦, 常月, 李婷婷",2021-06-30,2021-06-30,2021-10-26,,https://patents.google.com/patent/CN113553410A/zh,https://patentimages.storage.googleapis.com/1f/6e/af/5ead923c235ffa/HDA0003140405580000011.png
CN-113489824-A,呼叫处理的方法、装置、设备以及存储介质 ,北京百度网讯科技有限公司,"王盈, 曹洪伟",2021-06-30,2021-06-30,2021-10-08,,https://patents.google.com/patent/CN113489824A/zh,https://patentimages.storage.googleapis.com/9e/3f/88/094671c5e0616e/HDA0003141809550000011.png
CN-113393366-A,双目匹配方法、装置、设备以及存储介质 ,北京百度网讯科技有限公司,"杨威, 鞠波, 叶晓青, 谭啸, 孙昊",2021-06-30,2021-06-30,2021-09-14,,https://patents.google.com/patent/CN113393366A/zh,https://patentimages.storage.googleapis.com/e8/80/63/036f0bd2b36bf0/HDA0003140684350000011.png
CN-113361284-A,目标内容的生成方法和装置 ,北京百度网讯科技有限公司,"尚骏远, 王硕寰, 丁思宇",2021-06-30,2021-06-30,2021-09-07,,https://patents.google.com/patent/CN113361284A/zh,https://patentimages.storage.googleapis.com/84/31/e0/593f4ec6ce3777/HDA0003141156440000011.png
CN-113360770-A,内容推荐的方法、装置、设备以及存储介质 ,北京百度网讯科技有限公司,"王礼鹏, 陈晓冬, 焦学武, 韩乐, 胡伟",2021-06-30,2021-06-30,2021-09-07,,https://patents.google.com/patent/CN113360770A/zh,https://patentimages.storage.googleapis.com/c8/9e/e2/f6aa9c4146e85c/HDA0003141671330000011.png
CN-113408641-A,资源生成模型的训练与服务资源的生成方法、装置 ,北京百度网讯科技有限公司,"李科浇, 周波, 王凡, 陈永锋, 何径舟",2021-06-30,2021-06-30,2021-09-17,,https://patents.google.com/patent/CN113408641A/zh,https://patentimages.storage.googleapis.com/3d/58/db/95833369206039/HDA0003142565550000011.png
CN-113643441-A,内容展现方法、装置、设备和存储介质 ,北京百度网讯科技有限公司,"申雪岑, 罗祎",2021-07-06,2021-07-06,2021-11-12,,https://patents.google.com/patent/CN113643441A/zh,https://patentimages.storage.googleapis.com/1e/7a/79/3f19deb5a1345c/HDA0003150187680000011.png
CN-113392810-A,用于活体检测的方法、装置、设备、介质和产品 ,北京百度网讯科技有限公司,刘聪毅,2021-07-08,2021-07-08,2021-09-14,,https://patents.google.com/patent/CN113392810A/zh,https://patentimages.storage.googleapis.com/f6/17/f0/147ddb2c3c6543/HDA0003153937950000011.png
CN-113642605-A,模型蒸馏方法、装置、电子设备及存储介质 ,北京百度网讯科技有限公司,戴兵,2021-07-09,2021-07-09,2021-11-12,,https://patents.google.com/patent/CN113642605A/zh,https://patentimages.storage.googleapis.com/37/6b/fd/a95c8969f7d0d2/HDA0003156599680000011.png
CN-113553937-A,目标检测方法、装置、电子设备以及存储介质 ,北京百度网讯科技有限公司,"苏翔博, 吴其蔓, 康帅, 王健, 孙昊",2021-07-19,2021-07-19,2021-10-26,,https://patents.google.com/patent/CN113553937A/zh,https://patentimages.storage.googleapis.com/7e/31/19/a6538af62598b5/HDA0003169662550000011.png
CN-113641805-A,结构化问答模型的获取方法、问答方法及对应装置 ,北京百度网讯科技有限公司,"姜文斌, 吕雅娟, 朱勇, 吴华, 王海峰",2021-07-19,2021-07-19,2021-11-12,,https://patents.google.com/patent/CN113641805A/zh,https://patentimages.storage.googleapis.com/c2/96/c2/3366059905bbdf/HDA0003169729670000011.png
CN-115641482-A,用于训练图像处理模型和图像处理的方法、装置 ,北京百度网讯科技有限公司,"吕以豪, 卢飞翔, 刘宗岱",2021-07-20,2021-07-20,2023-01-24,,https://patents.google.com/patent/CN115641482A/zh,https://patentimages.storage.googleapis.com/3f/26/65/3071057fa4cd51/HDA0003171120500000011.png
CN-113408664-A,训练方法、分类方法、装置、电子设备以及存储介质 ,北京百度网讯科技有限公司,"张沁怡, 马彩虹",2021-07-20,2021-07-20,2021-09-17,,https://patents.google.com/patent/CN113408664A/zh,https://patentimages.storage.googleapis.com/09/0f/02/10f8cc6b6ec683/HDA0003170948890000011.png
CN-115641481-A,用于训练图像处理模型和图像处理的方法、装置 ,北京百度网讯科技有限公司,"吕以豪, 卢飞翔, 刘宗岱",2021-07-20,2021-07-20,2023-01-24,,https://patents.google.com/patent/CN115641481A/zh,https://patentimages.storage.googleapis.com/14/95/ec/a16d8e44ea9971/HDA0003170416290000011.png
CN-113570679-A,一种图形绘制方法、装置、设备以及存储介质 ,北京百度网讯科技有限公司,马良,2021-07-23,2021-07-23,2021-10-29,,https://patents.google.com/patent/CN113570679A/zh,https://patentimages.storage.googleapis.com/b8/0b/4e/e7437499a03759/HDA0003177221850000011.png
CN-113573055-A,用于图片序列的去块滤波方法、装置、电子设备和介质 ,北京百度网讯科技有限公司,"邹箭, 丁文鹏",2021-07-26,2021-07-26,2021-10-29,,https://patents.google.com/patent/CN113573055A/zh,https://patentimages.storage.googleapis.com/0f/75/b8/635fd15235b5e4/HDA0003179993460000011.png
CN-113591675-A,图像识别模型的构建方法、装置、设备以及存储介质 ,北京百度网讯科技有限公司,张婉平,2021-07-28,2021-07-28,2021-11-02,,https://patents.google.com/patent/CN113591675A/zh,https://patentimages.storage.googleapis.com/2d/f8/53/3b5df98e534296/HDA0003184251150000011.png
CN-113386797-A,用于控制自动驾驶车辆的方法、装置、设备、介质和产品 ,北京百度网讯科技有限公司,"宫国浩, 刘颖楠, 薛晶晶, 李永晨",2021-07-28,2021-07-28,2021-09-14,,https://patents.google.com/patent/CN113386797A/zh,https://patentimages.storage.googleapis.com/73/bc/7e/17f195a8ce797e/HDA0003184437390000011.png
CN-113806215-A,信息展现方法、装置、设备和存储介质 ,北京百度网讯科技有限公司,"宁亮亮, 朱洪飞, 杨鹏",2021-08-04,2021-08-04,2021-12-17,,https://patents.google.com/patent/CN113806215A/zh,https://patentimages.storage.googleapis.com/90/b3/18/f2f037c0712ea7/HDA0003195162400000011.png
CN-113643257-A,图像噪点检测方法、装置、设备、存储介质及程序产品 ,北京百度网讯科技有限公司,"王向阳, 邢怀飞",2021-08-12,2021-08-12,2021-11-12,,https://patents.google.com/patent/CN113643257A/zh,https://patentimages.storage.googleapis.com/27/21/ab/17634be2ce8949/HDA0003208166060000011.png
CN-113642333-A,显示方法和装置、语义单元检测模型的训练方法和装置 ,北京百度网讯科技有限公司,"王海峰, 何中军, 吴华, 刘占一, 李芝, 万星, 赵静璇, 张睿卿, 张传强, 黄锋涛, 崔双双, 辛永正",2021-08-18,2021-08-18,2021-11-12,,https://patents.google.com/patent/CN113642333A/zh,https://patentimages.storage.googleapis.com/1d/1d/c1/022e7e6f3174d0/HDA0003217683200000011.png
CN-113807841-A,条码处理方法、装置、电子设备及可读存储介质 ,北京百度网讯科技有限公司,褚长森,2021-08-19,2021-08-19,2021-12-17,,https://patents.google.com/patent/CN113807841A/zh,https://patentimages.storage.googleapis.com/60/24/7a/20bf5b18632e34/HDA0003220004120000011.png
CN-115904422-A,眼底筛查设备以及硬件、软件及设备升级方法和装置 ,北京百度网讯科技有限公司,"韩洪鹏, 谢宗宝, 代冲, 王海洋",2021-08-24,2021-08-24,2023-04-04,,https://patents.google.com/patent/CN115904422A/zh,https://patentimages.storage.googleapis.com/2c/8c/a5/16a76af01602ca/HDA0003227080200000011.png
CN-116237930-A,取货引导方法、装置及电子设备 ,北京百度网讯科技有限公司,"赵敏, 周竹青, 孟宪鹏, 赵慧斌",2022-12-23,2022-12-23,2023-06-09,,https://patents.google.com/patent/CN116237930A/zh,https://patentimages.storage.googleapis.com/dd/96/98/8149efd019a90c/HDA0004015023910000011.png
CN-113807413-A,对象的识别方法、装置、电子设备 ,北京百度网讯科技有限公司,杨馥魁,2021-08-30,2021-08-30,2021-12-17,,https://patents.google.com/patent/CN113807413A/zh,https://patentimages.storage.googleapis.com/74/76/a2/5af7862391e580/HDA0003236364410000011.png
CN-113723120-A,参考信息的展示方法、装置和电子设备 ,北京百度网讯科技有限公司,"李俞锋, 李雨桐, 王旭, 周子轩, 苏文嗣, 赵慧斌",2021-08-31,2021-08-31,2021-11-30,,https://patents.google.com/patent/CN113723120A/zh,https://patentimages.storage.googleapis.com/6c/42/93/5abf7f28828bcd/HDA0003240233620000011.png
CN-113791792-A,应用调用信息的获取方法、设备以及存储介质 ,北京百度网讯科技有限公司,姜新,2021-09-03,2021-09-03,2021-12-14,,https://patents.google.com/patent/CN113791792A/zh,https://patentimages.storage.googleapis.com/1c/f1/96/c78b9ceda8133f/HDA0003245408740000011.png
CN-113715845-A,一种自动驾驶方法、装置及电子设备 ,北京百度网讯科技有限公司,"杨凯, 张磊, 张伍召, 殷其娟, 李震宇, 王云鹏, 陈卓, 陈竞凯",2021-09-07,2021-09-07,2021-11-30,,https://patents.google.com/patent/CN113715845A/zh,https://patentimages.storage.googleapis.com/af/31/bf/f34453a3ec6348/HDA0003250050410000011.png
